Accession	Description	markers	tagm.map.allocation	tagm.map.probability	tagm.map.joint.19S.proteasome	tagm.map.joint.20S.proteasome	tagm.map.joint.40S.ribosome	tagm.map.joint.60S.ribosome	tagm.map.joint.apical.1	tagm.map.joint.apical.2	tagm.map.joint.apicoplast	tagm.map.joint.cytosol	tagm.map.joint.dense.granules	tagm.map.joint.endomembrane.vesicles	tagm.map.joint.ER	tagm.map.joint.ER.2	tagm.map.joint.Golgi	tagm.map.joint.IMC	tagm.map.joint.micronemes	tagm.map.joint.mitochondrion...membranes	tagm.map.joint.mitochondrion...soluble	tagm.map.joint.nucleolus	tagm.map.joint.nucleus...chromatin	tagm.map.joint.nucleus...non.chromatin	tagm.map.joint.PM...integral	tagm.map.joint.PM...peripheral.1	tagm.map.joint.PM...peripheral.2	tagm.map.joint.rhoptries.1	tagm.map.joint.rhoptries.2	tagm.map.joint.tubulin.cytoskeleton	tagm.map.outlier	tagm.map.loc.prob	tagm.map.allocation.pred	tagm.mcmc.allocation	tagm.mcmc.probability	tagm.mcmc.probability.lowerquantile	tagm.mcmc.probability.upperquantile	tagm.mcmc.mean.shannon	tagm.mcmc.outlier	tagm.mcmc.joint.19S.proteasome	tagm.mcmc.joint.20S.proteasome	tagm.mcmc.joint.40S.ribosome	tagm.mcmc.joint.60S.ribosome	tagm.mcmc.joint.apical.1	tagm.mcmc.joint.apical.2	tagm.mcmc.joint.apicoplast	tagm.mcmc.joint.cytosol	tagm.mcmc.joint.dense.granules	tagm.mcmc.joint.endomembrane.vesicles	tagm.mcmc.joint.ER	tagm.mcmc.joint.ER.2	tagm.mcmc.joint.Golgi	tagm.mcmc.joint.IMC	tagm.mcmc.joint.micronemes	tagm.mcmc.joint.mitochondrion...membranes	tagm.mcmc.joint.mitochondrion...soluble	tagm.mcmc.joint.nucleolus	tagm.mcmc.joint.nucleus...chromatin	tagm.mcmc.joint.nucleus...non.chromatin	tagm.mcmc.joint.PM...integral	tagm.mcmc.joint.PM...peripheral.1	tagm.mcmc.joint.PM...peripheral.2	tagm.mcmc.joint.rhoptries.1	tagm.mcmc.joint.rhoptries.2	tagm.mcmc.joint.tubulin.cytoskeleton	tagm.mcmc.loc.prob	tagm.mcmc.allocation.pred
TGME49_271460	protein c14orf29, putative	unknown	nucleus - chromatin	0.9997945	1.18081e-06	9.724328e-07	1.943689e-06	2.708579e-06	3.264596e-06	1.111352e-06	8.963825e-06	3.271087e-05	8.734439e-06	1.806025e-06	1.56281e-05	8.335167e-07	7.098816e-06	5.69401e-06	3.542845e-06	1.31907e-05	1.451969e-05	2.14897e-06	0.9998275	2.481928e-05	8.059578e-06	3.402681e-06	2.154417e-06	3.959316e-06	3.403503e-06	6.251354e-07	0.0002055	0.999589	nucleus - chromatin	nucleolus	0.9830513	0.9306163	0.9983984	0.07911873	4.852022e-06	7.616998e-09	7.516938e-29	1.729073e-17	6.645052e-16	2.360392e-18	7.059009e-12	4.300728e-33	1.488441e-15	3.415956e-17	0.0002526281	1.168968e-39	9.551463e-11	2.20954e-21	1.321587e-28	7.8925e-34	2.081692e-64	4.035458e-36	0.9830513	0.01643928	7.396181e-17	1.319381e-11	2.154851e-32	0.0002567746	1.470834e-23	5.104466e-22	6.065507e-20	0.9830465	unknown
TGME49_273070	GTPase activating protein for adp ribosylation factor, putative	unknown	nucleus - chromatin	0.9999837	9.389473e-08	7.732517e-08	1.545568e-07	2.153787e-07	2.595916e-07	8.837163e-08	7.127786e-07	2.601078e-06	6.945384e-07	1.436102e-07	1.242703e-06	6.627895e-08	5.644782e-07	4.52772e-07	2.817172e-07	1.048888e-06	1.154566e-06	1.708802e-07	0.9999863	1.973561e-06	6.408754e-07	2.705718e-07	1.713133e-07	3.148339e-07	2.706371e-07	4.970904e-08	1.634079e-05	0.9999673	nucleus - chromatin	nucleus - chromatin	0.9999996	0.9999989	0.9999999	6.091345e-06	2.10829e-07	1.624742e-11	9.251688e-35	9.878365e-19	5.204927e-19	9.590304e-24	1.809412e-13	1.759257e-43	3.360313e-17	2.474801e-14	2.450182e-14	2.096512e-40	6.973446e-23	6.590751e-28	2.149967e-42	4.257053e-44	4.749251e-55	3.299729e-24	2.34957e-07	0.9999996	6.602229e-15	1.557988e-23	6.246527e-46	1.435508e-07	5.065961e-26	1.886844e-31	1.432926e-22	0.9999994	nucleus - chromatin
TGME49_270550	gamma-glutamyl phosphate reductase, putative	unknown	cytosol	0.9999995	2.98528e-09	2.458469e-09	4.913964e-09	6.84773e-09	8.253431e-09	2.809679e-09	2.266201e-08	0.9999996	2.208208e-08	4.565927e-09	3.951039e-08	2.107266e-09	1.794696e-08	1.439539e-08	8.956889e-09	3.334825e-08	3.670815e-08	5.432947e-09	8.348706e-08	6.274719e-08	2.037593e-08	8.602532e-09	5.446717e-09	1.00098e-08	8.60461e-09	1.580444e-09	5.195375e-07	0.999999	cytosol	cytosol	0.9999954	0.9999865	0.9999988	6.013246e-05	6.228618e-09	4.600911e-06	8.967568e-25	2.747419e-32	2.493824e-44	8.222167e-69	7.470707e-34	8.918524e-93	0.9999954	1.136257e-68	2.419991e-29	3.127274e-169	2.996823e-42	3.129112e-68	9.68228e-71	3.356428e-71	2.23268e-157	1.117594e-137	1.99642e-16	3.148899e-33	2.368255e-38	3.454999e-45	1.040523e-64	7.109515e-18	7.688911e-69	4.018302e-67	6.315149e-37	0.9999954	cytosol
TGME49_255895	hypothetical protein	unknown	apical 1	1	1.704858e-17	1.404003e-17	2.806307e-17	3.910658e-17	1	1.604578e-17	1.294201e-16	4.722808e-16	1.261082e-16	2.607547e-17	2.256392e-16	1.203435e-17	1.02493e-16	8.221035e-17	5.115174e-17	1.904479e-16	2.096359e-16	3.102692e-17	4.767848e-16	3.583418e-16	1.163645e-16	4.912805e-17	3.110556e-17	5.716477e-17	4.913991e-17	9.02573e-18	2.967017e-15	1	apical 1	apical 1	1	1	1	9.870917e-08	6.081983e-15	3.211282e-57	9.392924e-45	1.254881e-44	4.175651e-50	1	5.185407e-09	3.771667e-74	3.455069e-107	3.23738e-28	9.479476e-29	3.432687e-70	3.033829e-34	2.309435e-36	8.092819e-37	2.440763e-44	4.294081e-71	1.68435e-41	3.834495e-33	8.277802e-75	4.945772e-111	5.993598e-33	1.243052e-57	8.159662e-22	1.708225e-27	4.17673e-40	1.344836e-31	1	apical 1
TGME49_232720	Lsm12, putative	unknown	nucleus - non-chromatin	0.998948	6.044826e-06	4.978098e-06	9.950175e-06	1.386581e-05	1.671219e-05	5.689255e-06	4.588779e-05	0.0001674541	4.471352e-05	9.245442e-06	8.000369e-05	4.266956e-06	3.634041e-05	2.914889e-05	1.81366e-05	6.752612e-05	7.43295e-05	1.100105e-05	0.0001690511	0.9990751	4.125876e-05	1.741907e-05	1.102894e-05	2.026861e-05	1.742328e-05	3.200206e-06	0.001052	0.9978971	nucleus - non-chromatin	nucleus - non-chromatin	0.9999998	0.9999995	0.9999999	3.880507e-06	1.158979e-05	8.332324e-18	1.735795e-30	3.252686e-09	7.739145e-10	2.73335e-46	4.242902e-17	2.340283e-79	7.130791e-19	9.861132e-41	2.063221e-23	1.074553e-118	6.285562e-39	1.417198e-62	4.62265e-63	1.502888e-62	5.243379e-119	1.400959e-87	2.350415e-07	6.038196e-12	0.9999998	6.875367e-37	3.853424e-64	2.273092e-26	5.798168e-50	5.125744e-56	3.207705e-20	0.9999882	nucleus - non-chromatin
TGME49_217350	methyltransferase MTA70, putative	unknown	nucleus - chromatin	0.9835202	9.468608e-05	7.797687e-05	0.0001558594	0.000217194	0.0002617795	8.911642e-05	0.0007187859	0.002623	0.000700392	0.0001448205	0.001253177	6.683755e-05	0.0005692357	0.0004565879	0.0002840916	0.001057728	0.001164296	0.0001723204	0.9861682	0.001991447	0.0006462767	0.0002728522	0.0001727571	0.0003174873	0.0002729181	5.012799e-05	0.01647851	0.9673133	unknown	nucleus - chromatin	0.879077	0.6722548	0.9783211	0.3580041	0.003495085	9.8437e-08	5.556339e-29	2.603622e-10	2.269364e-05	1.630728e-18	3.194493e-08	7.977089e-33	2.913074e-19	6.42086e-09	9.011798e-15	1.247013e-48	5.444647e-16	4.465869e-38	5.425287e-36	6.169357e-41	2.41522e-69	4.526747e-37	0.1164192	0.879077	0.000748884	2.17386e-21	1.795241e-45	0.003732099	2.121672e-25	9.836014e-30	1.223371e-16	0.8760045	unknown
TGME49_294970	hypothetical protein	unknown	dense granules	0.9935354	3.714598e-05	3.059084e-05	6.114468e-05	8.520663e-05	0.0001026978	3.496096e-05	0.0002819845	0.00102902	0.9938101	5.681404e-05	0.0004916296	2.622081e-05	0.0002233149	0.0001791225	0.000111451	0.0004149538	0.0004567612	6.760242e-05	0.001038833	0.0007807663	0.0002535386	0.0001070417	6.777376e-05	0.0001245524	0.0001070676	1.966554e-05	0.00646463	0.9871125	unknown	dense granules	0.9983966	0.9944263	0.9999898	0.0110961	0.0003194089	1.293474e-30	5.47801e-38	6.474949e-26	2.316527e-24	2.48449e-08	4.358e-16	3.145161e-15	2.582478e-55	0.9983966	8.696446e-16	1.375844e-15	4.852809e-12	2.76592e-18	9.830798e-18	3.023695e-28	5.003878e-45	6.396095e-22	6.071406e-09	2.605116e-12	1.071228e-33	5.621847e-17	9.688354e-35	0.001603349	3.643918e-11	3.698689e-20	3.777409e-27	0.9980777	dense granules
TGME49_272670	peptidase family M3 protein	mitochondrion - soluble	mitochondrion - soluble	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	mitochondrion - soluble	mitochondrion - soluble	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	mitochondrion - soluble
TGME49_273860	hypothetical protein	unknown	rhoptries 1	1	7.654294e-15	6.303545e-15	1.259946e-14	1.755767e-14	2.11619e-14	7.204051e-15	5.810568e-14	2.120397e-13	5.661874e-14	1.170709e-14	1.013051e-13	5.403057e-15	4.601624e-14	3.690995e-14	2.296558e-14	8.550532e-14	9.412015e-14	1.393015e-14	2.140619e-13	1.608846e-13	5.224413e-14	2.2057e-14	1.396545e-14	1	2.206233e-14	4.052279e-15	1.332101e-12	1	rhoptries 1	rhoptries 1	1	1	1	5.248734e-14	3.960204e-13	1.019774e-48	3.401765e-36	2.018101e-37	9.408368e-44	2.166866e-24	1.542113e-15	6.668784e-65	3.761507e-94	1.307293e-36	5.200266e-23	8.30707e-84	1.563583e-25	7.785107e-43	1.228617e-39	2.002499e-41	2.060189e-72	1.601175e-40	1.458874e-29	4.917367e-107	2.775289e-117	4.804149e-26	2.962599e-48	7.081918e-25	1	5.760204e-25	7.079919e-27	1	rhoptries 1
TGME49_277990	OTU family cysteine protease	unknown	nucleus - chromatin	0.9998982	5.849707e-07	4.817412e-07	9.628997e-07	1.341825e-06	1.617274e-06	5.505614e-07	4.44066e-06	1.62049e-05	4.327023e-06	8.947013e-07	7.742129e-06	4.129225e-07	3.516739e-06	2.820801e-06	1.755118e-06	6.534647e-06	7.193025e-06	1.064596e-06	0.9999146	1.229544e-05	3.992698e-06	1.685681e-06	1.067294e-06	1.961437e-06	1.686088e-06	3.096908e-07	0.0001018043	0.9997964	nucleus - chromatin	nucleus - chromatin	0.9999998	0.9999991	1	2.783176e-06	1.740227e-06	8.500015e-15	3.044993e-35	5.032449e-19	3.013846e-18	2.452301e-23	1.805167e-12	6.352622e-49	1.214037e-18	5.514847e-14	2.510764e-14	6.521256e-47	1.953062e-26	2.459581e-32	2.815984e-45	8.910784e-48	8.565939e-65	2.283976e-30	2.337165e-08	0.9999998	2.157603e-09	6.482422e-25	5.668868e-51	1.456187e-07	1.398592e-28	1.24601e-35	9.161789e-22	0.9999981	nucleus - chromatin
TGME49_306190	hypothetical protein	unknown	IMC	0.9999998	1.003744e-09	8.266136e-10	1.652227e-09	2.30242e-09	2.77506e-09	9.447012e-10	7.619694e-09	2.780577e-08	7.424683e-09	1.535206e-09	1.328462e-08	7.085283e-10	6.034327e-09	0.9999998	3.011584e-09	1.121272e-08	1.234242e-08	1.826726e-09	2.807094e-08	2.109756e-08	1.101592e-08	2.892439e-09	1.831356e-09	3.365604e-09	2.893137e-09	5.313944e-10	1.746846e-07	0.9999996	IMC	IMC	0.9394791	0.2180214	0.9999857	0.06068783	2.106929e-08	2.970799e-51	1.29354e-45	4.575731e-44	2.709334e-45	1.053967e-09	1.323284e-29	1.358235e-07	2.856609e-89	4.638831e-20	1.716687e-15	1.512715e-36	5.468427e-19	0.0002242268	0.9394791	1.846098e-16	1.011329e-83	5.654082e-70	1.659119e-30	7.873846e-72	1.143625e-118	0.06029627	1.636889e-18	3.063365e-07	2.623285e-26	2.410219e-15	4.852101e-40	0.939479	unknown
TGME49_275330	ribosomal protein RPL29	unknown	apicoplast	1	1.158432e-11	9.540038e-12	1.906854e-11	2.657248e-11	3.202727e-11	1.09029e-11	1	3.209095e-10	8.568908e-11	1.771799e-11	1.533193e-10	8.177204e-12	6.964283e-11	5.586101e-11	3.475703e-11	1.294072e-10	1.424452e-10	2.108244e-11	3.239699e-10	2.434892e-10	7.906837e-11	3.338195e-11	2.113588e-11	3.884281e-11	3.339002e-11	6.132882e-12	2.016055e-09	1	apicoplast	apicoplast	1	1	1	9.762163e-08	2.891263e-11	2.812382e-37	2.837456e-38	3.138112e-35	2.054929e-33	9.597858e-17	8.493959e-27	1	2.636288e-72	1.135067e-21	2.411343e-13	9.871799e-36	5.024563e-10	2.351958e-18	8.77443e-22	1.448281e-23	5.08116e-78	4.410217e-57	7.958758e-18	3.037542e-40	7.878361e-77	2.08426e-11	6.043436e-26	5.748208e-09	9.880498e-24	1.868424e-19	1.894182e-33	1	apicoplast
TGME49_215400	RNA recognition motif-containing protein	unknown	nucleus - non-chromatin	0.9999995	2.5894e-09	2.13245e-09	4.262321e-09	5.939649e-09	7.158939e-09	2.437086e-09	1.965679e-08	7.173173e-08	1.915377e-08	3.960437e-09	3.42709e-08	1.827821e-09	1.556701e-08	1.248641e-08	7.769112e-09	2.892592e-08	3.184026e-08	4.712482e-09	7.241581e-08	0.9999996	1.767387e-08	7.461746e-09	4.724425e-09	8.682392e-09	7.463549e-09	1.370861e-09	4.506414e-07	0.9999991	nucleus - non-chromatin	nucleus - non-chromatin	0.9999289	0.9997574	0.9999969	0.0007271807	1.275588e-07	1.957914e-35	3.376981e-31	4.170851e-15	1.260217e-15	5.865549e-49	3.768669e-22	8.339216e-88	5.71185e-70	8.580838e-43	1.295308e-32	1.114049e-128	8.264593e-37	5.706646e-66	3.257805e-64	6.634759e-63	9.707137e-116	1.365242e-92	7.11166e-05	2.150926e-33	0.9999289	4.153978e-36	1.098765e-64	1.828829e-40	4.92776e-44	4.402287e-55	4.979676e-17	0.9999288	nucleus - non-chromatin
TGME49_211020	RNA recognition motif-containing protein	unknown	nucleus - non-chromatin	0.9999945	3.153836e-08	2.59728e-08	5.191419e-08	7.23437e-08	8.719441e-08	2.96832e-08	2.394157e-07	8.736777e-07	2.33289e-07	4.823731e-08	4.174125e-07	2.226248e-08	1.89603e-07	1.520819e-07	9.462619e-08	3.523117e-07	3.878078e-07	5.739706e-08	8.820096e-07	0.9999952	2.15264e-07	9.088253e-08	5.754253e-08	1.057498e-07	9.090449e-08	1.66968e-08	5.488719e-06	0.999989	nucleus - non-chromatin	nucleus - non-chromatin	1	1	1	4.133021e-08	1.024609e-07	6.377957e-36	1.668906e-27	3.899278e-19	2.790108e-23	2.195797e-59	5.235823e-29	6.608282e-102	2.176455e-72	5.098278e-61	2.666186e-33	1.125699e-164	1.041423e-41	1.190494e-73	2.935543e-70	3.232761e-68	9.337872e-144	3.56328e-129	2.023522e-09	6.888417e-53	1	3.097716e-39	3.787756e-68	8.324344e-45	1.789078e-58	1.284351e-63	6.864382e-22	0.9999999	nucleus - non-chromatin
TGME49_254900	proteasome subunit beta type 2, putative	20S proteasome	20S proteasome	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20S proteasome	20S proteasome	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20S proteasome
TGME49_211150	hypothetical protein	unknown	nucleus - chromatin	0.0002656272	0.005744501	0.004730771	0.00945582	0.01317692	0.01588187	0.005406596	0.04360795	0.1591345	0.04249312	0.008786101	0.07602887	0.004054961	0.0345349	0.02770069	0.01723552	0.06417121	0.07063659	0.01045449	0.1609177	0.1207429	0.0392089	0.01655364	0.01048098	0.01926161	0.01655764	0.00304121	0.9997333	7.085174e-08	unknown	PM - peripheral 2	0.9983998	0.9924172	0.9997845	0.0120204	0.001524716	2.574156e-17	1.595283e-33	5.415361e-21	4.154036e-17	3.753166e-07	1.350288e-15	6.210785e-09	4.352284e-30	0.0007802458	7.190419e-08	4.065132e-13	0.0006330522	6.504393e-11	3.990625e-12	2.553304e-23	4.788147e-56	6.605365e-30	0.0001396543	4.667644e-05	1.125519e-19	8.701549e-08	2.144116e-28	0.9983998	3.144182e-16	9.351322e-16	8.744954e-26	0.9968776	PM - peripheral 2
TGME49_227410	hypothetical protein	unknown	Golgi	0.9999993	2.741607e-09	2.257797e-09	4.512862e-09	6.288785e-09	7.579746e-09	2.580339e-09	2.081223e-08	7.594815e-08	2.027964e-08	4.193234e-09	2.196429e-07	1.935261e-09	0.9999993	1.322036e-08	8.225785e-09	3.06262e-08	3.371185e-08	4.989484e-09	7.667244e-08	5.762546e-08	2.597454e-08	7.900352e-09	5.00213e-09	9.192748e-09	7.90226e-09	1.451441e-09	4.771303e-07	0.9999989	Golgi	Golgi	0.775725	0.02794507	0.9999859	0.1626305	5.012894e-07	3.370117e-36	1.70864e-43	1.506995e-39	1.961668e-40	9.923527e-18	5.353107e-27	7.081867e-15	1.55813e-64	4.38474e-15	1.653473e-09	0.1902281	9.830065e-15	0.775725	3.77597e-22	2.932642e-15	1.592049e-60	7.873833e-44	1.22968e-19	4.767937e-28	7.889001e-81	0.03392899	3.872001e-21	0.0001179054	2.679767e-19	1.908215e-14	3.536839e-38	0.7757246	unknown
TGME49_313180	cell-cycle-associated protein kinase PRP4, putative	unknown	nucleus - non-chromatin	0.8017241	4.851132e-06	3.995055e-06	7.985277e-06	1.112768e-05	1.341197e-05	4.565777e-06	3.682616e-05	0.197566	3.588378e-05	7.419711e-06	6.420507e-05	3.424345e-06	2.916413e-05	2.339276e-05	1.45551e-05	5.419149e-05	5.965138e-05	8.828635e-06	0.0001356679	0.8018261	3.311124e-05	1.397927e-05	8.851011e-06	1.626609e-05	1.398264e-05	2.56825e-06	0.0008442576	0.8010472	unknown	nucleus - non-chromatin	0.9000282	0.6881537	0.987516	0.3067486	0.0001488061	0.003432696	1.523614e-28	1.661538e-10	9.202771e-27	2.89721e-56	1.469374e-29	3.404222e-94	0.09651892	1.535547e-48	1.068043e-24	2.649577e-145	5.06009e-43	1.379712e-67	1.493546e-68	2.276285e-68	1.719888e-123	1.73364e-94	1.054931e-07	2.004172e-05	0.9000282	1.527841e-41	1.219684e-68	8.754275e-22	4.226566e-58	3.827988e-62	3.86072e-28	0.8998943	unknown
TGME49_254650	zinc finger protein	nucleus - non-chromatin	nucleus - non-chromatin	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	nucleus - non-chromatin	nucleus - non-chromatin	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	nucleus - non-chromatin
TGME49_212290	ribosomal protein RPS19	unknown	40S ribosome	0.9999346	2.160702e-10	1.779404e-10	0.9999346	4.956287e-10	5.973712e-10	2.033604e-10	1.640243e-09	5.985589e-09	1.598269e-09	3.304751e-10	2.859704e-09	1.525208e-10	1.298975e-09	1.041917e-09	6.482865e-10	2.413697e-09	2.656882e-09	3.932288e-10	6.060349e-09	6.532285e-05	1.47478e-09	6.226387e-10	3.942254e-10	7.244944e-10	6.227891e-10	1.143902e-10	3.760336e-08	0.9999346	40S ribosome	40S ribosome	0.745782	0.4449677	0.8875273	0.5366558	2.166382e-05	4.208466e-14	1.813022e-29	0.745782	2.722156e-13	7.287915e-50	1.538056e-24	1.406964e-73	1.649809e-16	8.630014e-43	1.005643e-24	1.221441e-121	1.462974e-38	5.188467e-63	1.289386e-62	5.396533e-63	6.526896e-122	7.340197e-92	7.158061e-07	8.382888e-05	0.2541334	2.659349e-37	1.523965e-63	6.865847e-18	7.33935e-53	2.423908e-56	6.372008e-25	0.7457659	unknown
TGME49_201800	hypothetical protein	unknown	mitochondrion - membranes	1	4.056977e-16	3.341044e-16	6.678048e-16	9.306024e-16	1.121636e-15	3.818337e-16	3.079754e-15	1.123866e-14	3.000942e-15	6.205067e-16	5.369438e-15	2.863762e-16	2.438982e-15	1.956324e-15	1.217236e-15	1	4.988767e-15	7.383343e-16	1.134584e-14	8.527306e-15	2.769076e-15	1.169079e-15	7.402056e-16	1.360325e-15	1.169361e-15	2.147814e-16	7.060484e-14	1	mitochondrion - membranes	mitochondrion - membranes	1	1	1	2.414729e-10	3.461939e-15	1.197034e-61	7.796216e-48	3.067179e-46	9.635187e-54	3.614432e-41	6.885796e-39	3.20036e-94	2.362812e-142	3.606313e-30	1.035315e-39	1.998077e-66	3.003039e-42	1.570392e-60	3.437777e-65	1.047106e-61	1	9.318529e-12	7.910991e-30	1.421236e-65	1.705223e-110	3.144365e-44	4.718946e-68	2.193275e-38	1.30457e-31	6.455858e-50	4.080112e-36	1	mitochondrion - membranes
TGME49_305930	hypothetical protein	IMC	IMC	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	IMC	IMC	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	IMC
TGME49_205350	integral membrane protein, GNS1/SUR4 family protein, putative	unknown	ER	1	2.689418e-14	2.214817e-14	4.426956e-14	6.169072e-14	7.435458e-14	2.53122e-14	2.041605e-13	7.450241e-13	1.98936e-13	4.113412e-14	1	1.898421e-14	1.626996e-13	1.29687e-13	8.0692e-14	3.00432e-13	3.307012e-13	4.894505e-14	7.521292e-13	5.652851e-13	1.835653e-13	7.749962e-14	4.90691e-14	9.017756e-14	7.751834e-14	1.423811e-14	4.680477e-12	1	ER	ER	1	1	1	2.161785e-08	4.862538e-13	2.750527e-53	9.28417e-49	1.773244e-45	6.462959e-47	4.817717e-20	3.209903e-29	6.38517e-15	4.338921e-95	6.13012e-21	1.490667e-19	1	8.157778e-19	8.837604e-10	1.229992e-25	3.235562e-15	6.731004e-50	2.057407e-37	2.220515e-27	4.40162e-50	7.22354e-108	7.685847e-14	2.853111e-30	1.401903e-10	4.972038e-25	2.677655e-20	5.145775e-42	1	ER
TGME49_254060	SAG-related sequence SRS14A	PM - peripheral 1	PM - peripheral 1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	PM - peripheral 1	PM - peripheral 1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	PM - peripheral 1
TGME49_236840	zinc finger (C-x8-C-x5-C-x3-H)-2, putative	unknown	nucleus - chromatin	0.9999999	6.138435e-10	5.055188e-10	1.010426e-09	1.408054e-09	1.697099e-09	5.777358e-10	4.659841e-09	1.700473e-08	4.540595e-09	9.388616e-10	8.124262e-09	4.333033e-10	3.690317e-09	2.960029e-09	1.841747e-09	6.857182e-09	7.548056e-09	1.117141e-09	0.9999999	1.29026e-08	4.189768e-09	1.768882e-09	1.119973e-09	2.058249e-09	1.76931e-09	3.249764e-10	1.068291e-07	0.9999998	nucleus - chromatin	nucleus - chromatin	1	0.9999999	1	5.472161e-07	1.915679e-09	2.563933e-08	7.728165e-32	9.154939e-16	2.278652e-19	5.068835e-39	3.058334e-18	8.413324e-68	1.440045e-20	5.295687e-32	1.440988e-16	1.629646e-89	1.807067e-32	2.63564e-49	3.792358e-56	1.041818e-56	2.544011e-90	3.909895e-57	3.898548e-09	1	1.860425e-11	1.601652e-31	1.501289e-57	1.993186e-13	3.104978e-42	1.089966e-47	1.114116e-24	1	nucleus - chromatin
TGME49_293060	SPRY domain-containing protein	unknown	nucleus - non-chromatin	0.9993454	9.565954e-08	7.877854e-08	1.574618e-07	2.194269e-07	2.644708e-07	9.003262e-08	7.261756e-07	2.649966e-06	7.075927e-07	1.463094e-07	1.266061e-06	6.75247e-08	5.750879e-07	4.612821e-07	2.870123e-07	1.068603e-06	1.176266e-06	1.74092e-07	0.0006405971	0.9993474	6.52921e-07	2.756573e-07	1.745332e-07	3.207513e-07	2.757239e-07	5.064335e-08	1.664793e-05	0.9993288	nucleus - non-chromatin	nucleus - non-chromatin	0.9873241	0.9574328	0.997226	0.06439852	9.155497e-07	1.511596e-15	3.379412e-33	2.098534e-09	5.871343e-15	8.791047e-45	3.695764e-22	4.702369e-75	7.956529e-20	3.406541e-29	1.783537e-26	1.758686e-101	3.844788e-38	4.052068e-61	1.286477e-61	1.500263e-63	1.473857e-103	1.608364e-67	6.841763e-09	0.0126759	0.9873241	8.10295e-36	6.389556e-64	1.457539e-18	3.459904e-47	1.205022e-54	6.115196e-22	0.9873232	unknown
TGME49_222140	DEAD/DEAH box helicase domain-containing protein	unknown	apicoplast	1	3.449766e-11	2.840987e-11	5.678538e-11	7.913183e-11	9.537599e-11	3.246842e-11	1	9.556562e-10	2.551788e-10	5.276349e-11	4.565789e-10	2.43514e-11	2.073937e-10	1.663519e-10	1.035051e-10	3.853697e-10	4.241965e-10	6.278271e-11	9.647699e-10	7.251016e-10	2.354626e-10	9.941018e-11	6.294183e-11	1.156724e-10	9.94342e-11	1.826349e-11	6.003734e-09	1	apicoplast	apicoplast	1	0.9999999	1	2.215862e-07	2.339575e-10	6.248744e-33	2.774733e-39	1.187945e-29	4.310562e-28	5.622618e-17	9.540372e-26	1	8.031606e-62	6.023621e-17	3.057496e-14	1.691055e-36	1.220827e-08	1.754622e-26	6.011277e-26	4.193752e-28	8.662762e-79	2.019837e-50	1.589688e-14	8.131621e-32	4.564715e-53	1.334254e-13	2.030949e-32	1.693276e-09	7.325022e-20	1.097217e-26	2.486481e-31	1	apicoplast
TGME49_232090	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain-containing protein	unknown	mitochondrion - soluble	0.9999982	1.050448e-08	8.650757e-09	1.729105e-08	2.409551e-08	2.904183e-08	9.88658e-09	7.974213e-08	2.909957e-07	7.770152e-08	1.606639e-08	1.390275e-07	7.41496e-09	6.315103e-08	5.065388e-08	3.151713e-08	1.173444e-07	0.9999983	1.911723e-08	2.937708e-07	2.207922e-07	7.169796e-08	3.027023e-08	1.916568e-08	3.522205e-08	3.027754e-08	5.561201e-09	1.828127e-06	0.9999963	mitochondrion - soluble	mitochondrion - soluble	1	1	1	1.384187e-10	5.573536e-08	4.095259e-37	8.928768e-41	3.575366e-34	7.104712e-40	1.047616e-25	1.520233e-23	2.445902e-71	1.247915e-79	3.603934e-20	1.627649e-24	1.807253e-49	5.855077e-32	2.836726e-43	1.754365e-51	2.739043e-54	1.27113e-18	1	5.18293e-12	6.318165e-26	3.889739e-52	7.574486e-34	8.613394e-58	2.262252e-16	2.011764e-14	1.26893e-39	3.999674e-24	0.9999999	mitochondrion - soluble
